amc,folio,pan,scheme,advisor,rta,amfi,date,description,amount,units,nav,balance,type,dividend
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,15-Nov-2011,STT TAX,2.5,0.0,,3168.317,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,15-Dec-2011,Purchase - SIP,5000.0,239.282,20.8958,3407.599,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,15-Dec-2011,STAMP DUTY,2.5,0.0,,3407.599,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,14-Jan-2012,Purchase - SIP,5000.0,239.851,20.8463,3647.45,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,14-Jan-2012,STT TAX,2.5,0.0,,3647.45,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-Feb-2012,Purchase - SIP,5000.0,243.381,20.5439,3890.831,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,14-Mar-2012,Purchase - SIP,5000.0,237.014,21.0958,4127.845,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-Apr-2012,Purchase - SIP,5000.0,240.996,20.7472,4368.842,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-Apr-2012,STT TAX,2.5,0.0,,4368.842,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-May-2012,Purchase - SIP,5000.0,243.789,20.5095,4612.631,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jun-2012,Purchase - SIP,5000.0,243.478,20.5357,4856.109,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jun-2012,STAMP DUTY,2.5,0.0,,4856.109,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jun-2012,Dividend Paid,2428.05,0.0,,4856.109,DIVIDEND_PAYOUT,2428.05
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jul-2012,Purchase - SIP,5000.0,238.248,20.9865,5094.357,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jul-2012,STAMP DUTY,2.5,0.0,,5094.357,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,11-Aug-2012,Purchase - SIP,5000.0,240.915,20.7542,5335.272,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,10-Sep-2012,Purchase - SIP,5000.0,244.961,20.4114,5580.233,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,10-Sep-2012,STT TAX,2.5,0.0,,5580.233,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,10-Oct-2012,Purchase - SIP,5000.0,248.205,20.1446,5828.438,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,10-Oct-2012,STT TAX,2.5,0.0,,5828.438,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,09-Nov-2012,Purchase - SIP,5000.0,250.399,19.9681,6078.837,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,09-Nov-2012,STT TAX,2.5,0.0,,6078.837,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,09-Dec-2012,Purchase - SIP,5000.0,253.11,19.7542,6331.947,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,08-Jan-2013,Purchase - SIP,5000.0,246.069,20.3195,6578.017,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,07-Feb-2013,Purchase - SIP,5000.0,247.563,20.1969,6825.579,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,09-Mar-2013,Purchase - SIP,5000.0,246.823,20.2574,7072.403,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,08-Apr-2013,Purchase - SIP,5000.0,247.103,20.2344,7319.506,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,08-May-2013,Purchase - SIP,5000.0,243.73,20.5145,7563.236,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,07-Jun-2013,Purchase - SIP,5000.0,239.13,20.9091,7802.366,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,07-Jul-2013,Purchase - SIP,5000.0,237.489,21.0536,8039.855,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,06-Aug-2013,Purchase - SIP,5000.0,233.953,21.3718,8273.809,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,06-Aug-2013,STT TAX,2.5,0.0,,8273.809,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,05-Sep-2013,Purchase - SIP,5000.0,235.54,21.2278,8509.348,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,05-Oct-2013,Purchase - SIP,5000.0,232.119,21.5407,8741.467,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,04-Nov-2013,Purchase - SIP,5000.0,234.761,21.2983,8976.228,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,04-Dec-2013,Purchase - SIP,5000.0,231.219,21.6245,9207.446,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,04-Dec-2013,STAMP DUTY,2.5,0.0,,9207.446,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,03-Jan-2014,Purchase - SIP,5000.0,235.77,21.2071,9443.216,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,02-Feb-2014,Purchase - SIP,5000.0,236.676,21.126,9679.892,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,02-Feb-2014,STAMP DUTY,2.5,0.0,,9679.892,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,04-Mar-2014,Purchase - SIP,5000.0,233.602,21.4039,9913.494,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,03-Apr-2014,Purchase - SIP,5000.0,237.602,21.0436,10151.095,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,03-Apr-2014,Redemption,-42723.16,-2030.219,21.0436,8120.876,REDEMPTION,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,03-May-2014,Purchase - SIP,5000.0,234.299,21.3403,8355.175,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,02-Jun-2014,Purchase - SIP,5000.0,238.989,20.9214,8594.164,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,02-Jul-2014,Purchase - SIP,5000.0,241.988,20.6622,8836.153,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,01-Aug-2014,Purchase - SIP,5000.0,245.034,20.4054,9081.186,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,31-Aug-2014,Purchase - SIP,5000.0,247.164,20.2295,9328.35,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,30-Sep-2014,Purchase - SIP,5000.0,247.187,20.2276,9575.538,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,30-Sep-2014,STT TAX,2.5,0.0,,9575.538,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,30-Oct-2014,Purchase - SIP,5000.0,245.427,20.3726,9820.965,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,30-Oct-2014,Dividend Paid,4910.48,0.0,,9820.965,DIVIDEND_PAYOUT,4910.48
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,29-Nov-2014,Purchase - SIP,5000.0,242.61,20.6092,10063.575,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,29-Dec-2014,Purchase - SIP,5000.0,241.067,20.7411,10304.642,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,28-Jan-2015,Purchase - SIP,5000.0,242.264,20.6387,10546.906,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,28-Jan-2015,STT TAX,2.5,0.0,,10546.906,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,27-Feb-2015,Purchase - SIP,5000.0,237.749,21.0306,10784.654,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,29-Mar-2015,Purchase - SIP,5000.0,236.35,21.1551,11021.004,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,28-Apr-2015,Purchase - SIP,5000.0,232.956,21.4633,11253.961,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,28-May-2015,Purchase - SIP,5000.0,232.598,21.4963,11486.559,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,27-Jun-2015,Purchase - SIP,5000.0,227.134,22.0134,11713.693,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,27-Jul-2015,Purchase - SIP,5000.0,224.758,22.2462,11938.451,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,26-Aug-2015,Purchase - SIP,5000.0,223.349,22.3865,12161.799,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,25-Sep-2015,Purchase - SIP,5000.0,217.804,22.9565,12379.603,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,25-Oct-2015,Purchase - SIP,5000.0,218.451,22.8884,12598.054,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,25-Oct-2015,STT TAX,2.5,0.0,,12598.054,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,25-Oct-2015,Redemption,-57669.93,-2519.611,22.8884,10078.443,REDEMPTION,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,24-Nov-2015,Purchase - SIP,5000.0,212.627,23.5154,10291.07,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,24-Dec-2015,Purchase - SIP,5000.0,211.821,23.6048,10502.891,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,23-Jan-2016,Purchase - SIP,5000.0,210.384,23.766,10713.275,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,22-Feb-2016,Purchase - SIP,5000.0,210.629,23.7384,10923.904,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,23-Mar-2016,Purchase - SIP,5000.0,211.898,23.5963,11135.802,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,22-Apr-2016,Purchase - SIP,5000.0,208.674,23.9608,11344.476,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,22-May-2016,Purchase - SIP,5000.0,205.42,24.3404,11549.897,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,22-May-2016,STAMP DUTY,2.5,0.0,,11549.897,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,22-May-2016,Redemption,-56225.72,-2309.979,24.3404,9239.917,REDEMPTION,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,21-Jun-2016,Purchase - SIP,5000.0,199.649,25.044,9439.566,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,21-Jul-2016,Purchase - SIP,5000.0,195.986,25.512,9635.552,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,20-Aug-2016,Purchase - SIP,5000.0,193.143,25.8875,9828.696,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,19-Sep-2016,Purchase - SIP,5000.0,188.699,26.4972,10017.395,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,19-Oct-2016,Purchase - SIP,5000.0,189.338,26.4078,10206.733,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Nov-2016,Purchase - SIP,5000.0,188.096,26.5822,10394.828,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Nov-2016,STAMP DUTY,2.5,0.0,,10394.828,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Dec-2016,Purchase - SIP,5000.0,183.234,27.2876,10578.062,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Dec-2016,STAMP DUTY,2.5,0.0,,10578.062,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Dec-2016,Dividend Paid,5289.03,0.0,,10578.062,DIVIDEND_PAYOUT,5289.03
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,17-Jan-2017,Purchase - SIP,5000.0,185.267,26.9881,10763.329,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,16-Feb-2017,Purchase - SIP,5000.0,181.227,27.5897,10944.556,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Mar-2017,Purchase - SIP,5000.0,181.015,27.622,11125.57,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,18-Mar-2017,STAMP DUTY,2.5,0.0,,11125.57,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,17-Apr-2017,Purchase - SIP,5000.0,178.562,28.0015,11304.132,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,17-May-2017,Purchase - SIP,5000.0,176.212,28.3749,11480.344,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,17-May-2017,STT TAX,2.5,0.0,,11480.344,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,16-Jun-2017,Purchase - SIP,5000.0,173.574,28.8061,11653.918,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,16-Jul-2017,Purchase - SIP,5000.0,174.838,28.5979,11828.756,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,15-Aug-2017,Purchase - SIP,5000.0,178.192,28.0596,12006.948,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,14-Sep-2017,Purchase - SIP,5000.0,181.773,27.5068,12188.721,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,14-Oct-2017,Purchase - SIP,5000.0,180.876,27.6433,12369.597,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-Nov-2017,Purchase - SIP,5000.0,176.857,28.2715,12546.454,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-Dec-2017,Purchase - SIP,5000.0,174.313,28.684,12720.767,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jan-2018,Purchase - SIP,5000.0,171.107,29.2214,12891.874,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Jan-2018,STT TAX,2.5,0.0,,12891.874,STT_TAX,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,11-Feb-2018,Purchase - SIP,5000.0,173.747,28.7775,13065.621,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,13-Mar-2018,Purchase - SIP,5000.0,175.037,28.5654,13240.658,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-Apr-2018,Purchase - SIP,5000.0,175.304,28.5219,13415.962,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,12-May-2018,Purchase - SIP,5000.0,171.074,29.2271,13587.037,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,11-Jun-2018,Purchase - SIP,5000.0,172.947,28.9106,13759.984,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,11-Jul-2018,Purchase - SIP,5000.0,170.107,29.3933,13930.091,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,11-Jul-2018,Redemption,-81890.16,-2786.018,29.3933,11144.073,REDEMPTION,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,10-Aug-2018,Purchase - SIP,5000.0,168.671,29.6435,11312.743,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,10-Aug-2018,STAMP DUTY,2.5,0.0,,11312.743,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,09-Sep-2018,Purchase - SIP,5000.0,166.149,30.0936,11478.892,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,09-Oct-2018,Purchase - SIP,5000.0,168.339,29.7021,11647.231,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,08-Nov-2018,Purchase - SIP,5000.0,166.574,30.0168,11813.804,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,08-Dec-2018,Purchase - SIP,5000.0,164.188,30.4529,11977.992,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,07-Jan-2019,Purchase - SIP,5000.0,165.398,30.2301,12143.39,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,07-Jan-2019,STAMP DUTY,2.5,0.0,,12143.39,STAMP_DUTY,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,06-Feb-2019,Purchase - SIP,5000.0,166.936,29.9515,12310.326,PURCHASE_SIP,
Parag Parikh Mutual Fund,DDDD9991,DDDDD4444D,Parag Parikh Flexi Cap Fund - Direct Growth,DIRECT,CAMS,122639,06-Feb-2019,STAMP DUTY,2.5,0.0,,12310.326,STAMP_DUTY,
